,Unnamed: 0,account,activity,bytes,checksum-adler,checksum-md5,dst-rse,dst-type,dst-url,duration,guid,name,previous-request-id,protocol,reason,request-id,scope,src-rse,src-type,src-url,started_at,submitted_at,tool-id,transfer-endpoint,transfer-id,transfer-link,transferred_at
1098,1098,,User Subscriptions,1283809,b48e75f8,,INFN-T1_SCRATCHDISK,DISK,srm://storm-fe.cr.cnaf.infn.it:8444/srm/managerv2?SFN=/atlas/atlasscratchdisk/rucio/user/dkoeck/18/71/user.dkoeck.11505752._000153.tree.root,5,,user.dkoeck.11505752._000153.tree.root,,srm,,a9ffb61e1aeb4d90ad92cab9e5da0ddf,user.dkoeck,CERN-PROD_SCRATCHDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlasscratchdisk/rucio/user/dkoeck/18/71/user.dkoeck.11505752._000153.tree.root,2017-06-18 01:06:01,2017-06-17 23:18:19,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,0697af7e-2995-5a52-ba53-1386a0283e71,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/0697af7e-2995-5a52-ba53-1386a0283e71,2017-06-18 01:06:06
1099,1099,,Data Brokering,847735526,7f199c25,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/9b/6b/DAOD_EXOT2.10315585._000476.pool.root.1,21,,DAOD_EXOT2.10315585._000476.pool.root.1,,srm,,45b881aa1d2b4099b4bbc4f4b516916c,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/9b/6b/DAOD_EXOT2.10315585._000476.pool.root.1,2017-06-18 00:12:42,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:13:03
1100,1100,,Data Brokering,841603407,1445a6e0,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/3b/ed/DAOD_EXOT2.10315585._000718.pool.root.1,213,,DAOD_EXOT2.10315585._000718.pool.root.1,,srm,,4d570d3178fe4be59f7e867e26930301,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/3b/ed/DAOD_EXOT2.10315585._000718.pool.root.1,2017-06-18 00:10:47,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:14:20
1101,1101,,Data Brokering,888794986,882ccbd6,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/a1/47/DAOD_EXOT2.10315585._000489.pool.root.1,26,,DAOD_EXOT2.10315585._000489.pool.root.1,,srm,,ca250b1b3aa1458d8bcf4e46dcc2eb73,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/a1/47/DAOD_EXOT2.10315585._000489.pool.root.1,2017-06-18 00:15:22,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:15:48
1102,1102,,User Subscriptions,1372075,8c758bcd,,CERN-PROD_SCRATCHDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlasscratchdisk/rucio/group/phys-higgs/06/7b/group.phys-higgs.11493458.EXT0._401466.DAODoutput,4,,group.phys-higgs.11493458.EXT0._401466.DAODoutput,,gsiftp,,6100672c68214b0881dfb1976d92918d,group.phys-higgs,BNL-OSG2_SCRATCHDISK,DISK,srm://dcsrm.usatlas.bnl.gov:8443/srm/managerv2?SFN=/pnfs/usatlas.bnl.gov/atlasscratchdisk/rucio/group/phys-higgs/06/7b/group.phys-higgs.11493458.EXT0._401466.DAODoutput,2017-06-18 00:29:56,2017-06-18 00:29:53,rucio-conveyor,https://fts3.cern.ch:8446,1e8964ed-0698-59ca-abae-75ec48480bf0,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/1e8964ed-0698-59ca-abae-75ec48480bf0,2017-06-18 00:30:00
1103,1103,,Data Brokering,142294570,5faed99f,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/d2/97/DAOD_EXOT2.10315585._000001.pool.root.1,41,,DAOD_EXOT2.10315585._000001.pool.root.1,,srm,,7100fccd88d748409f16da9818bf11ad,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/d2/97/DAOD_EXOT2.10315585._000001.pool.root.1,2017-06-18 00:11:15,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:11:56
1104,1104,,Data Brokering,663137732,8a51689a,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/2f/58/DAOD_EXOT2.10315585._000078.pool.root.1,174,,DAOD_EXOT2.10315585._000078.pool.root.1,,srm,,cc37c535bcba4cadbe57badef092921c,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/2f/58/DAOD_EXOT2.10315585._000078.pool.root.1,2017-06-18 00:14:58,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:17:52
1105,1105,,Data Consolidation,16641020,d3ada763,,RAL-LCG2_DATATAPE,TAPE,srm://srm-atlas.gridpp.rl.ac.uk:8443/srm/managerv2?SFN=/castor/ads.rl.ac.uk/prod/atlas/raw/atlasdatatape/data16_13TeV/DRAW_RPVLL/r9264/data16_13TeV.00307454.physics_Main.recon.DRAW_RPVLL.r9264_tid11106675_00/DRAW_RPVLL.11106675._039045.pool.root.1,14,,DRAW_RPVLL.11106675._039045.pool.root.1,,srm,,1ba1ffa6adb84a089876669df0346157,data16_13TeV,MWT2_DATADISK,DISK,srm://uct2-dc1.uchicago.edu:8443/srm/managerv2?SFN=/pnfs/uchicago.edu/atlasdatadisk/rucio/data16_13TeV/c1/d4/DRAW_RPVLL.11106675._039045.pool.root.1,2017-06-18 01:04:43,2017-06-17 22:44:08,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,329168b9-32b6-5392-a33a-f8a50cdbd880,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/329168b9-32b6-5392-a33a-f8a50cdbd880,2017-06-18 01:04:57
1106,1106,,Data Consolidation,18400748,1a0e04e1,,UKI-SOUTHGRID-RALPP_DATADISK,DISK,srm://heplnx204.pp.rl.ac.uk:8443/srm/managerv2?SFN=/pnfs/pp.rl.ac.uk/data/atlas/atlasdatadisk/rucio/data16_13TeV/6f/d6/DAOD_EGAM9.11507237._000002.pool.root.1,27,,DAOD_EGAM9.11507237._000002.pool.root.1,,srm,,eb1edc52146b4a56bad03eb217375152,data16_13TeV,TOKYO-LCG2_DATADISK,DISK,srm://lcg-se01.icepp.jp:8446/srm/managerv2?SFN=/dpm/icepp.jp/home/atlas/atlasdatadisk/rucio/data16_13TeV/6f/d6/DAOD_EGAM9.11507237._000002.pool.root.1,2017-06-18 00:29:57,2017-06-18 00:29:37,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,e4714390-7a6a-5d1a-9e77-2ab9fc1fbf61,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/e4714390-7a6a-5d1a-9e77-2ab9fc1fbf61,2017-06-18 00:30:24
1107,1107,,Data Brokering,930765145,6f9c5a48,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/dd/a0/DAOD_EXOT2.10315585._000594.pool.root.1,153,,DAOD_EXOT2.10315585._000594.pool.root.1,,srm,,060acc4a30be4da492414d388e2bcffb,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/dd/a0/DAOD_EXOT2.10315585._000594.pool.root.1,2017-06-18 00:17:03,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:19:36
1108,1108,,User Subscriptions,2127898,92c6351e,,NDGF-T1_SCRATCHDISK,DISK,srm://srm.ndgf.org:8443/srm/managerv2?SFN=/atlas/disk/atlasscratchdisk/rucio/group/phys-higgs/42/0b/group.phys-higgs.11493322.EXT0._466668.DAODoutput,8,,group.phys-higgs.11493322.EXT0._466668.DAODoutput,,srm,,7adabd5c95c5412c9663110a6d3157bb,group.phys-higgs,BNL-OSG2_SCRATCHDISK,DISK,srm://dcsrm.usatlas.bnl.gov:8443/srm/managerv2?SFN=/pnfs/usatlas.bnl.gov/atlasscratchdisk/rucio/group/phys-higgs/42/0b/group.phys-higgs.11493322.EXT0._466668.DAODoutput,2017-06-18 00:30:15,2017-06-18 00:29:55,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,85a8fb59-13cc-514f-9f6c-217c8404269b,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/85a8fb59-13cc-514f-9f6c-217c8404269b,2017-06-18 00:30:23
1109,1109,,Data Brokering,894502013,7ef54931,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/40/9b/DAOD_EXOT2.10315585._000599.pool.root.1,30,,DAOD_EXOT2.10315585._000599.pool.root.1,,srm,,e187212ce8a24a198e93590638e1ce70,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/40/9b/DAOD_EXOT2.10315585._000599.pool.root.1,2017-06-18 00:10:07,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:10:37
1110,1110,,Data Consolidation,72618844,cdd3c628,,RAL-LCG2_DATATAPE,TAPE,srm://srm-atlas.gridpp.rl.ac.uk:8443/srm/managerv2?SFN=/castor/ads.rl.ac.uk/prod/atlas/raw/atlasdatatape/data16_13TeV/DRAW_RPVLL/r9264/data16_13TeV.00307454.physics_Main.recon.DRAW_RPVLL.r9264_tid11106675_00/DRAW_RPVLL.11106675._036101.pool.root.1,24,,DRAW_RPVLL.11106675._036101.pool.root.1,,srm,,370b12a504b249ef943e3b5b2d6e943e,data16_13TeV,MWT2_DATADISK,DISK,srm://uct2-dc1.uchicago.edu:8443/srm/managerv2?SFN=/pnfs/uchicago.edu/atlasdatadisk/rucio/data16_13TeV/a8/fa/DRAW_RPVLL.11106675._036101.pool.root.1,2017-06-18 00:53:06,2017-06-17 22:44:24,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,4def64dc-6672-5593-8d96-757c372229f6,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/4def64dc-6672-5593-8d96-757c372229f6,2017-06-18 00:53:30
1111,1111,,User Subscriptions,1161179,97943978,,NDGF-T1_SCRATCHDISK,DISK,srm://srm.ndgf.org:8443/srm/managerv2?SFN=/atlas/disk/atlasscratchdisk/rucio/user/coniavit/7d/53/user.coniavit.11485658.EXT0._614079.DAODoutput,3,,user.coniavit.11485658.EXT0._614079.DAODoutput,,srm,,9358a6f5a34842a48d5580515b0518c8,user.coniavit,IN2P3-CC_SCRATCHDISK,DISK,srm://ccsrm.in2p3.fr:8443/srm/managerv2?SFN=/pnfs/in2p3.fr/data/atlas/atlasscratchdisk/rucio/user/coniavit/7d/53/user.coniavit.11485658.EXT0._614079.DAODoutput,2017-06-18 01:03:45,2017-06-17 20:58:43,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1fb0409d-3503-5246-b5ad-ae19c63a32d6,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1fb0409d-3503-5246-b5ad-ae19c63a32d6,2017-06-18 01:03:48
1112,1112,,Data Consolidation,164220712,92665161,,RAL-LCG2_DATATAPE,TAPE,srm://srm-atlas.gridpp.rl.ac.uk:8443/srm/managerv2?SFN=/castor/ads.rl.ac.uk/prod/atlas/raw/atlasdatatape/data16_13TeV/DRAW_RPVLL/r9264/data16_13TeV.00307454.physics_Main.recon.DRAW_RPVLL.r9264_tid11106675_00/DRAW_RPVLL.11106675._003532.pool.root.1,21,,DRAW_RPVLL.11106675._003532.pool.root.1,,srm,,69ab9e0546454357a30cf96874143b5a,data16_13TeV,MWT2_DATADISK,DISK,srm://uct2-dc1.uchicago.edu:8443/srm/managerv2?SFN=/pnfs/uchicago.edu/atlasdatadisk/rucio/data16_13TeV/58/80/DRAW_RPVLL.11106675._003532.pool.root.1,2017-06-18 01:02:25,2017-06-17 22:44:08,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,329168b9-32b6-5392-a33a-f8a50cdbd880,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/329168b9-32b6-5392-a33a-f8a50cdbd880,2017-06-18 01:02:46
1113,1113,,User Subscriptions,3334973,6dd95a38,,GOEGRID_SCRATCHDISK,DISK,srm://se-goegrid.gwdg.de:8443/srm/managerv2?SFN=/pnfs/gwdg.de/data/atlas/atlasscratchdisk/rucio/group/phys-higgs/2a/54/group.phys-higgs.11493322.EXT0._466672.DAODoutput,9,,group.phys-higgs.11493322.EXT0._466672.DAODoutput,,srm,,c6eeb49ea73f4952ab58c27d6823be80,group.phys-higgs,BNL-OSG2_SCRATCHDISK,DISK,srm://dcsrm.usatlas.bnl.gov:8443/srm/managerv2?SFN=/pnfs/usatlas.bnl.gov/atlasscratchdisk/rucio/group/phys-higgs/2a/54/group.phys-higgs.11493322.EXT0._466672.DAODoutput,2017-06-18 00:29:56,2017-06-18 00:29:54,rucio-conveyor,https://fts3.cern.ch:8446,5290d3a4-3130-5911-a12d-2be7265c5129,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/5290d3a4-3130-5911-a12d-2be7265c5129,2017-06-18 00:30:05
1114,1114,,Data Brokering,924713045,4112c6fb,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/c2/25/DAOD_EXOT2.10315585._000725.pool.root.1,39,,DAOD_EXOT2.10315585._000725.pool.root.1,,srm,,00846714758743ba8edbb523612e626e,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/c2/25/DAOD_EXOT2.10315585._000725.pool.root.1,2017-06-18 00:09:57,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:10:36
1115,1115,,Data Brokering,614529565,eb0526fe,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/ce/35/DAOD_EXOT2.10315585._000181.pool.root.1,152,,DAOD_EXOT2.10315585._000181.pool.root.1,,srm,,169e26f9854b4d438f4603389a734239,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/ce/35/DAOD_EXOT2.10315585._000181.pool.root.1,2017-06-18 00:08:27,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:10:59
1116,1116,,Data Consolidation,69340224,cc6c6ba9,,RAL-LCG2_DATATAPE,TAPE,srm://srm-atlas.gridpp.rl.ac.uk:8443/srm/managerv2?SFN=/castor/ads.rl.ac.uk/prod/atlas/raw/atlasdatatape/data16_13TeV/DRAW_RPVLL/r9264/data16_13TeV.00307454.physics_Main.recon.DRAW_RPVLL.r9264_tid11106675_00/DRAW_RPVLL.11106675._027730.pool.root.1,18,,DRAW_RPVLL.11106675._027730.pool.root.1,,srm,,e2593694b5854c1fa8ff6d57f6aa88c3,data16_13TeV,MWT2_DATADISK,DISK,srm://uct2-dc1.uchicago.edu:8443/srm/managerv2?SFN=/pnfs/uchicago.edu/atlasdatadisk/rucio/data16_13TeV/da/1a/DRAW_RPVLL.11106675._027730.pool.root.1,2017-06-18 01:02:27,2017-06-17 22:44:08,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,329168b9-32b6-5392-a33a-f8a50cdbd880,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/329168b9-32b6-5392-a33a-f8a50cdbd880,2017-06-18 01:02:45
1117,1117,,Data Brokering,925145770,93d561f6,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/92/c1/DAOD_EXOT2.10315585._000770.pool.root.1,224,,DAOD_EXOT2.10315585._000770.pool.root.1,,srm,,8cbf83fde85f48a286c645aee3759e70,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/92/c1/DAOD_EXOT2.10315585._000770.pool.root.1,2017-06-18 00:14:25,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:18:09
1118,1118,,User Subscriptions,3116549,9e57d60d,,IN2P3-CC_SCRATCHDISK,DISK,srm://ccsrm.in2p3.fr:8443/srm/managerv2?SFN=/pnfs/in2p3.fr/data/atlas/atlasscratchdisk/rucio/group/phys-higgs/a4/1b/group.phys-higgs.11493332.EXT0._447170.DAODoutput,2,,group.phys-higgs.11493332.EXT0._447170.DAODoutput,,srm,,86b55e7d7953464dbb32091660fe85a5,group.phys-higgs,NDGF-T1_SCRATCHDISK,DISK,srm://srm.ndgf.org:8443/srm/managerv2?SFN=/atlas/disk/atlasscratchdisk/rucio/group/phys-higgs/a4/1b/group.phys-higgs.11493332.EXT0._447170.DAODoutput,2017-06-18 00:29:56,2017-06-18 00:29:54,rucio-conveyor,https://fts3.cern.ch:8446,47918826-880b-5225-963a-1fd3882beab3,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/47918826-880b-5225-963a-1fd3882beab3,2017-06-18 00:29:58
1119,1119,,Data Brokering,617061105,aac21be3,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/89/14/DAOD_EXOT2.10315585._000028.pool.root.1,161,,DAOD_EXOT2.10315585._000028.pool.root.1,,srm,,2d48af1b2d9b4670bd6c18493b446cf1,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/89/14/DAOD_EXOT2.10315585._000028.pool.root.1,2017-06-18 00:13:24,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:16:05
1120,1120,,Data Brokering,897273017,efc54173,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/c0/8b/DAOD_EXOT2.10315585._000568.pool.root.1,26,,DAOD_EXOT2.10315585._000568.pool.root.1,,srm,,c8f2ad9b5c0f4f24872d8ac5c2ae8d0f,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/c0/8b/DAOD_EXOT2.10315585._000568.pool.root.1,2017-06-18 00:23:23,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:23:49
1121,1121,,Data Consolidation,108472176,8960b56d,,RAL-LCG2_DATATAPE,TAPE,srm://srm-atlas.gridpp.rl.ac.uk:8443/srm/managerv2?SFN=/castor/ads.rl.ac.uk/prod/atlas/raw/atlasdatatape/data16_13TeV/DRAW_RPVLL/r9264/data16_13TeV.00307454.physics_Main.recon.DRAW_RPVLL.r9264_tid11106675_00/DRAW_RPVLL.11106675._024203.pool.root.1,34,,DRAW_RPVLL.11106675._024203.pool.root.1,,srm,,6e72686dd2524322aa2e0a00c9846e14,data16_13TeV,MWT2_DATADISK,DISK,srm://uct2-dc1.uchicago.edu:8443/srm/managerv2?SFN=/pnfs/uchicago.edu/atlasdatadisk/rucio/data16_13TeV/2a/e1/DRAW_RPVLL.11106675._024203.pool.root.1,2017-06-18 01:00:35,2017-06-17 22:44:24,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,4def64dc-6672-5593-8d96-757c372229f6,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/4def64dc-6672-5593-8d96-757c372229f6,2017-06-18 01:01:09
1122,1122,,Data Brokering,914385765,e6b15455,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/f6/0b/DAOD_EXOT2.10315585._000557.pool.root.1,15,,DAOD_EXOT2.10315585._000557.pool.root.1,,srm,,7c91d380948642bc91a35a299167537d,data16_13TeV,UKI-NORTHGRID-SHEF-HEP_DATADISK,DISK,srm://lcgse0.shef.ac.uk:8446/srm/managerv2?SFN=/dpm/shef.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/f6/0b/DAOD_EXOT2.10315585._000557.pool.root.1,2017-06-18 00:14:44,2017-06-17 23:53:22,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,1f0c9120-289a-5f49-b109-13b5efde7b97,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/1f0c9120-289a-5f49-b109-13b5efde7b97,2017-06-18 00:14:59
1123,1123,,Data Brokering,863938701,fc2eecba,,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm://epgse1.ph.bham.ac.uk:8446/srm/managerv2?SFN=/dpm/ph.bham.ac.uk/home/atlas/atlasdatadisk/rucio/data16_13TeV/89/44/DAOD_EXOT2.10315593._000650.pool.root.1,439,,DAOD_EXOT2.10315593._000650.pool.root.1,,srm,,36153afc945346d6b6c7ec570597bb50,data16_13TeV,WUPPERTALPROD_DATADISK,DISK,srm://grid-se.physik.uni-wuppertal.de:8443/srm/managerv2?SFN=/pnfs/physik.uni-wuppertal.de/data/atlas/atlasdatadisk/rucio/data16_13TeV/89/44/DAOD_EXOT2.10315593._000650.pool.root.1,2017-06-18 00:39:13,2017-06-17 23:52:36,rucio-conveyor,https://fts3-test.gridpp.rl.ac.uk:8446,078eb79d-db57-54d9-9940-6da79ed0a889,https://fts3-test.gridpp.rl.ac.uk:8449/fts3/ftsmon/#/job/078eb79d-db57-54d9-9940-6da79ed0a889,2017-06-18 00:46:32
